ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
2036;Totaal voor I ;totaal voor i;C;;;
2037;Totaal voor I ;totaal voor i;D;;;
2038;Totaal voor groep I;totaal voor groep i;;;;
2039;Boek- en steendrukkerij, hout, koper-, staalgravure, photographie, enz.;boek en steendrukkerij hout koper staalgravure photographie enz;;;;
2040;Boekdrukkerij, lettervervaardiging enz. (incl. Landsdrukkerij);boekdrukkerij lettervervaardiging enz incl landsdrukkerij;;;;
2041;Boekbinders;boekbinders;A;92625;;
2042;Boekbinders;boekbinders;D;92625;;
2043;Boekdrukkers;boekdrukkers;A;92110;;
2044;Boekdrukkers;boekdrukkers;B;92110;;
2045;Boekdrukkers;boekdrukkers;D;92110;;
2046;Letterzetters;letterzetters;D;92120;;
2047;Photographie, enz.;photographie enz;;;;
2048;Photographen;photographen;A;16310;;
2049;Totaal voor II;totaal voor ii;A;;;
2050;Totaal voor II;totaal voor ii;B;;;
2051;Totaal voor II;totaal voor ii;C;;;
2052;Totaal voor II;totaal voor ii;D;;;
2053;Totaal voor groep II;totaal voor groep ii;;;;
2054;"Bouwbedrijven (incl.reiniging van gebouwen en aanleggen, onderhouden en reinigen van wegen en straten; ook gemeentelijke dienst)";bouwbedrijven incl reiniging van gebouwen en aanleggen onderhouden en reinigen van wegen en straten ook gemeentelijke dienst;;;;
2055;Gas- en waterleiding;gas en waterleiding;;;;
2056;Waterleidingexploitatie;waterleidingexploitatie;C;21110;;
2057;Waterleidingexploitatie;waterleidingexploitatie;D;21110;;
2058;Bouw van huizen, molens enz.;bouw van huizen molens enz;;95000;;
2059;Architecten;architecten;A;02120;;
2060;Loodgieters;loodgieters;A;87105;;
2061;Loodgieters;loodgieters;D;87105;;
2062;Metselaars;metselaars;A;95120;;
2063;Metselaars;metselaars;D;95120;;
2064;Opperlieden;opperlieden;D;99910;;
2065;Timmerlieden;timmerlieden;A;95410;;
2066;Timmerlieden;timmerlieden;B;95410;;
2067;Timmerlieden;timmerlieden;C;95410;;
2068;Timmerlieden;timmerlieden;D;95410;;
2069;Afwerken van huizen enz.;afwerken van huizen enz;;95000;;
2070;Behangers;behangers;A;95925;;
2071;Behangers;behangers;D;95925;;
2072;Huisschilders;huisschilders;A;93120;;
2073;Huisschilders;huisschilders;C;93120;;
2074;Huisschilders;huisschilders;D;93120;;
2075;Stukadoors;stukadoors;A;95510;;
2076;Stukadoors;stukadoors;D;95510;;
2077;Openbare werken;openbare werken;;;;
2078;Aannemers;aannemers;A;21240;;
2079;Aannemers;aannemers;B;21240;;
2080;Aardwerkers;aardwerkers;C;89200;32;
2081;Dijkwerkers;dijkwerkers;D;97415;32;
2082;Dijkwerkers;dijkwerkers;D;97415;32;
2083;Polderwerkers;polderwerkers;C;97415;32;
2084;Straatmakers;straatmakers;D;95160;;
2085;Reining van bouwwerken, wegen en straten;reining van bouwwerken wegen en straten;;;;
2086;Baggerlieden;baggerlieden;D;97415;;
2087;Openbare reiniging;openbare reiniging;C;55220;;
2088;Openbare reiniging;openbare reiniging;D;55220;;
2089;Totaal voor III;totaal voor iii;A;;;
2090;Totaal voor III;totaal voor iii;B;;;
2091;Totaal voor III;totaal voor iii;C;;;
2092;Totaal voor III;totaal voor iii;D;;;
2093;Totaal voor groep III;totaal voor groep iii;;;;
2094;"Chemische nijverheid, meststoffen, ontplofbare stoffen; verfstiffen enz.";chemische nijverheid meststoffen ontplofbare stoffen verfstiffen enz;;;;
2095;Chemische nijverheid (incl. apotheken);chemische nijverheid incl apotheken;;;;
2096;Apothekers;apothekers;A;06710;;
2097;Apothekers;apothekers;B;06710;;
2098;Apothekers (bedienden);apothekers bedienden;C;06810;;
2099;Totaal voor IV;totaal voor iv;A;;;
2100;Totaal voor IV;totaal voor iv;B;;;
2101;Totaal voor IV;totaal voor iv;C;;;
2102;Totaal voor IV;totaal voor iv;D;;;
2103;Totaal voor groep IV;totaal voor groep iv;;;;
2104;"Hout-, kurk-, stroobewerking; snij- en draaiwerk van verschillende stoffen, enz.";hout kurk stroobewerking snij en draaiwerk van verschillende stoffen enz;;;;
2105;Hout ;hout;;;;
2106;Fabricage van houtwaren;fabricage van houtwaren;D;81000;;
2107;Fabricage van meubels (meubelmakers);fabricage van meubels meubelmakers;A;21110;;
2108;Fabricage van meubels (meubelmakers);fabricage van meubels meubelmakers;B;21110;;
2109;Fabricage van meubels (meubelmakers);fabricage van meubels meubelmakers;D;81120;;
2110;Houtzagers;houtzagers;A;81225;;
2111;Houtzagers;houtzagers;D;81225;;
2112;Kuipers;kuipers;A;81930;;
2113;Kuipers;kuipers;D;81930;;
2114;Modelmakers;modelmakers;D;89220;;
2115;Kurk-, stroo-, borstelwerk, vlechtwerk van verschillende stoffen;kurk stroo borstelwerk vlechtwerk van verschillende stoffen;;;;
2116;Fabricage van manden en mandenwerk;fabricage van manden en mandenwerk;A;21110;;
2117;Fabricage van manden en mandenwerk;fabricage van manden en mandenwerk;D;94220;;
2118;Fabricage van stroohoeden;fabricage van stroohoeden;A;21110;;
2119;Stoelenmatters;stoelenmatters;D;94250;;
2120;Snij- en draaiwerk van verschillende stoffen;snij en draaiwerk van verschillende stoffen;;;;
2121;draaiers (hout-, been-, ivoor enz.);draaiers hout been ivoor enz;D;81230;;
2122;Totaal voor V;totaal voor v;A;;;
2123;Totaal voor V;totaal voor v;B;;;
2124;Totaal voor V;totaal voor v;C;;;
2125;Totaal voor V;totaal voor v;D;;;
2126;Totaal voor groep V;totaal voor groep v;;;;
2127;Kleeding en reiniging;kleeding en reiniging;;;;
2128;Kleeding, bedden, haarwerk.;kleeding bedden haarwerk;;;;
2129;Fabricage van bedden en matrassen;fabricage van bedden en matrassen;A;21110;;
2130;Fabricage van hoeden en petten;fabricage van hoeden en petten;A;21110;;
2131;Kleermakers;kleermakers;A;79100;;
2132;Kleermakers;kleermakers;D;79100;;
2133;Modisten;modisten;A;79510;;
2134;Modisten;modisten;D;79510;;
2135;Naaisters;naaisters;A;79510;;
2136;Naaisters;naaisters;D;79510;;
2137;Reiniging, bleekerij, ververij;reiniging bleekerij ververij;;;;
2138;Barbiers;barbiers;A;57030;;
2139;Barbiers;barbiers;D;57030;;
2140;Kappers;kappers;A;57025;;
2141;Mangellieden;mangellieden;A;56090;;
2142;Strijksters;strijksters;D;56070;;
2143;Waschlieden;waschlieden;A;56010;;
2144;Waschlieden;waschlieden;D;56010;;
2145;Totaal voor VI;totaal voor vi;A;;;
2146;Totaal voor VI;totaal voor vi;B;;;
2147;Totaal voor VI;totaal voor vi;C;;;
2148;Totaal voor VI;totaal voor vi;D;;;
2149;Totaal voor groep VI;totaal voor groep vi;;;;
2150;Leder, wasdoek, caoutchouc, enz.;leder wasdoek caoutchouc enz;;;;
2151;Leder ;leder;;;;
2152;Fabricage van schoenen (schoenmakers);fabricage van schoenen schoenmakers;A;21110;;
2153;Fabricage van schoenen (schoenmakers);fabricage van schoenen schoenmakers;C;80200;;
2154;Fabricage van schoenen (schoenmakers);fabricage van schoenen schoenmakers;D;80200;;
2155;Huidenzouters;huidenzouters;D;76290;;
2156;Zadelmakers;zadelmakers;A;80320;;
2157;Zadelmakers;zadelmakers;D;80320;;
2158;Totaal voor VIII;totaal voor viii;A;;;
2159;Totaal voor VIII;totaal voor viii;B;;;
2160;Totaal voor VIII;totaal voor viii;C;;;
2161;Totaal voor VIII;totaal voor viii;D;;;
2162;Totaal voor groep VIII;totaal voor groep viii;;;;
2163;Metalen (bewerking van);metalen bewerking van;;;;
2164;Edele metalen en munten;edele metalen en munten;;;;
2165;Goudsmeden;goudsmeden;A;88050;;
2166;Goudsmeden;goudsmeden;C;88050;;
2167;Niet-edele metalen (behalve ijzer);nietedele metalen behalve ijzer;;;;
2168;Blikslagers;blikslagers;A;87340;;
2169;Blikslagers;blikslagers;D;87340;;
2170;Ketelmakers;ketelmakers;D;87350;;
2171;Kopergieters en -smelters;kopergieters en smelters;D;72420;;
2172;Koperslagers;koperslagers;A;87330;;
2173;Koperslagers;koperslagers;D;87330;;
2174;Metaaldraaiers;metaaldraaiers;D;83320;;
2175;Metaalgieters;metaalgieters;D;72420;;
2176;Ijzer en staal;ijzer en staal;;;;
2177;Fabricage van ijzer en ijzerwaren;fabricage van ijzer en ijzerwaren;C;72000;;
2178;Smeden en slotenmakers;smeden en slotenmakers;A;83110;;
2179;Smeden en slotenmakers;smeden en slotenmakers;C;83110;;
2180;Smeden en slotenmakers;smeden en slotenmakers;D;83110;;
2181;ijzergieters;ijzergieters;D;72420;;
2182;Totaal voor X ;totaal voor x;A;;;
2183;Totaal voor X ;totaal voor x;B;;;
2184;Totaal voor X ;totaal voor x;C;;;
2185;Totaal voor X ;totaal voor x;D;;;
2186;Totaal voor groep X;totaal voor groep x;;;;
2187;Papier enz.;papier enz;;;;
2188;Papier- en betonbewerking;papier en betonbewerking;;;;
2189;Fabricage van kartonnages;fabricage van kartonnages;D;73490;;
2190;Totaal voor XI;totaal voor xi;A;;;
2191;Totaal voor XI;totaal voor xi;B;;;
2192;Totaal voor XI;totaal voor xi;C;;;
2193;Totaal voor XI;totaal voor xi;D;;;
2194;Totaal voor groep XI;totaal voor groep xi;;;;
2195;Scheepsbouw, vervaardiging van rijtuigen enz.;scheepsbouw vervaardiging van rijtuigen enz;;;;
2196;Scheepdbouw (incl.marineinrichtingen);scheepdbouw incl marineinrichtingen;;;;
2197;Blok- en mastenmakers;blok en mastenmakers;A;95440;;
2198;Blok- en mastenmakers;blok en mastenmakers;D;95440;;
2199;Scheepsmakers;scheepsmakers;A;95440;;
2200;Scheepsmakers;scheepsmakers;B;95440;;
2201;Scheepsmakers;scheepsmakers;C;95440;;
2202;Scheepsmakers;scheepsmakers;D;95440;;
2203;Scheeptakelaars;scheeptakelaars;A;97390;;
2204;Scheeptakelaars;scheeptakelaars;C;97390;;
2205;Scheeptakelaars;scheeptakelaars;D;97390;;
2206;Rijtuigen enz.;rijtuigen enz;;;;
2207;Fabricage van wagens (wagenmakers);fabricage van wagens wagenmakers;A;21110;;
2208;Fabricage van wagens (wagenmakers);fabricage van wagens wagenmakers;D;81925;;
2209;Totaal voor XII;totaal voor xii;A;;;
2210;Totaal voor XII;totaal voor xii;B;;;
2211;Totaal voor XII;totaal voor xii;C;;;
2212;Totaal voor XII;totaal voor xii;D;;;
2213;Totaal voor groep XII;totaal voor groep xii;;;;
2214;"Stoom- en andere werktuigen; toestellen, instrumenten, oorlogsmaterieel, enz.";stoom en andere werktuigen toestellen instrumenten oorlogsmaterieel enz;;;;
2215;Instrumenten;instrumenten;;;;
2216;Horlogemakers;horlogemakers;A;84222;;
2217;Horlogemakers;horlogemakers;D;84222;;
2218;Pianostemmers;pianostemmers;C;94180;;
2219;Scharenslijpers;scharenslijpers;A;83590;;
2220;Vischtuigmakers;vischtuigmakers;A;75465;;
2221;Werktuigkundigen (instrumentenmakers);werktuigkundigen instrumentenmakers;A;03510;;
2222;Werktuigkundigen (instrumentenmakers);werktuigkundigen instrumentenmakers;C;03510;;
2223;Werktuigkundigen (instrumentenmakers);werktuigkundigen instrumentenmakers;D;03510;;
2224;Totaal voor XIII;totaal voor xiii;A;;;
2225;Totaal voor XIII;totaal voor xiii;B;;;
2226;Totaal voor XIII;totaal voor xiii;C;;;
2227;Totaal voor XIII;totaal voor xiii;D;;;
2228;Totaal voor groep XIII;totaal voor groep xiii;;;;
2229;Textiele nijverheid;textiele nijverheid;;;;
2230;Weverij, breierij, enz.;weverij breierij enz;;;;
2231;Fabricage van pakking;fabricage van pakking;A;21110;;
2232;Fabricage van pakking;fabricage van pakking;D;94990;;
2233;Zeilmakerij en touwslagerij;zeilmakerij en touwslagerij;;;;
2234;Zeilmakers;zeilmakers;A;79920;;
2235;Zeilmakers;zeilmakers;C;79920;;
2236;Zeilmakers;zeilmakers;D;79920;;
2237;Totaal voor XIV;totaal voor xiv;A;;;
2238;Totaal voor XIV;totaal voor xiv;B;;;
2239;Totaal voor XIV;totaal voor xiv;C;;;
2240;Totaal voor XIV;totaal voor xiv;D;;;
2241;Totaal voor groep XIV;totaal voor groep xiv;;;;
2242;Verlichting, olie, vet, zeep enz.;verlichting olie vet zeep enz;;;;
2243;Verlichting enz. (incl.gemeentelijke gasfabrieken);verlichting enz incl gemeentelijke gasfabrieken;;;;
2244;Fabricage van gas;fabricage van gas;B;21110;;
2245;Fabricage van gas;fabricage van gas;D;74925;;
2246;Gasfitters;gasfitters;D;87120;;
2247;Totaal voor XV;totaal voor xv;A;;;
2248;Totaal voor XV;totaal voor xv;B;;;
2249;Totaal voor XV;totaal voor xv;C;;;
2250;Totaal voor XV;totaal voor xv;D;;;
2251;Totaal voor groep XV;totaal voor groep xv;;;;
2252;Voedings- en genotmiddelen;voedings en genotmiddelen;;;;
2253;Grutterijen, meelmolens enz.;grutterijen meelmolens enz;;;;
2254;Molenaars (meel-, rijst-, enz.);molenaars meel rijst enz;D;77120;;
2255;Bakkerijen (brood-, banket-, suiker-, enz.);bakkerijen brood banket suiker enz;;;;
2256;Brood- en beschuitbakkers;brood en beschuitbakkers;A;77610;;
2257;Brood- en beschuitbakkers;brood en beschuitbakkers;C;77610;;
2258;Brood- en beschuitbakkers;brood en beschuitbakkers;D;77610;;
2259;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
2260;Koek- en banketbakkers;koek en banketbakkers;C;77630;;
2261;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
2262;Koks en kooksters;koks en kooksters;A;53100;;
2263;Koks en kooksters;koks en kooksters;D;53100;;
2264;Verduurzaamde levensmiddelen;verduurzaamde levensmiddelen;;;;
2265;Fabricage van mosterd;fabricage van mosterd;A;21110;;
2266;Vleeschbewerking;vleeschbewerking;;;;
2267;Poeliers;poeliers;A;41030;;
2268;Spekslagers;spekslagers;A;77390;;
2269;Spekslagers;spekslagers;D;77390;;
2270;Vleeschhouwers;vleeschhouwers;A;77330;;
2271;Vleeschhouwers;vleeschhouwers;B;77330;;
2272;Vleeschhouwers;vleeschhouwers;D;77330;;
2273;Vischbewerking;vischbewerking;;;;
2274;Vischdrogers;vischdrogers;B;77440;;
2275;Vischschoonmaaksters;vischschoonmaaksters;D;53190;;
2276;Vruchtensappen, mineraalwater, ijsbereiding;vruchtensappen mineraalwater ijsbereiding;;;;
2277;Fabricage van minerale wateren;fabricage van minerale wateren;A;21110;;
2278;Brouwerij, azijnmakerij, enz;brouwerij azijnmakerij enz;;;;
2279;Bierbottelaars;bierbottelaars;A;97152;;
2280;Bierbottelaars;bierbottelaars;D;97152;;
2281;Totaal voor XVI;totaal voor xvi;A;;;
2282;Totaal voor XVI;totaal voor xvi;B;;;
2283;Totaal voor XVI;totaal voor xvi;C;;;
2284;Totaal voor XVI;totaal voor xvi;D;;;
2285;Totaal voor groep XVI;totaal voor groep xvi;;;;
2286;Landbouwbedrijven;landbouwbedrijven;;;;
2287;Land- of akkerbouw;land of akkerbouw;;;;
2288;Landbouwers;landbouwers;A;61220;;
2289;Landbouwers;landbouwers;B;61220;;
2290;Landbouwers;landbouwers;D;61220;;
2291;Veeteelt (incl. alle dieren-, paardenfokkerij, vogelteelt, enz.);veeteelt incl alle dieren paardenfokkerij vogelteelt enz;;;;
2292;Veehouders (melkboeren);veehouders melkboeren;A;61240;11;
2293;Tuinbouw, warmoezerij, ooft- en bloemkwekerij (incl. bollencultuur);tuinbouw warmoezerij ooft en bloemkwekerij incl bollencultuur;;;;
2294;Bloemisten;bloemisten;A;41030;;
2295;Bloemisten;bloemisten;D;41030;;
2296;Tuinlieden (warmoeziers);tuinlieden warmoeziers;A;61270;;
2297;Tuinlieden (warmoeziers);tuinlieden warmoeziers;D;61270;;
2298;Totaal voor XVII;totaal voor xvii;A;;;
2299;Totaal voor XVII;totaal voor xvii;B;;;
2300;Totaal voor XVII;totaal voor xvii;C;;;
2301;Totaal voor XVII;totaal voor xvii;D;;;
2302;Totaal voor groep XVII;totaal voor groep xvii;;;;
2303;Visscherij (incl. vischkweekerij en jacht);visscherij incl vischkweekerij en jacht;;;;
2304;Haringvisschers;haringvisschers;C;64120;;
2305;Oesterputhouders;oesterputhouders;B;64930;11;
2306;Oesterputhouders;oesterputhouders;D;64930;11;
2307;Zeevisschers;zeevisschers;A;;;
2308;Zeevisschers;zeevisschers;D;;;
2309;Jacht;jacht;;;;
2310;Jachtopzieners;jachtopzieners;C;64990;;
2311;Totaal voor XVIII;totaal voor xviii;A;;;
2312;Totaal voor XVIII;totaal voor xviii;B;;;
2313;Totaal voor XVIII;totaal voor xviii;C;;;
2314;Totaal voor XVIII;totaal voor xviii;D;;;
2315;Totaal voor groep XVIII;totaal voor groep xviii;;;;
2316;Warenhandel;warenhandel;;;;
2317;Arbeiders;arbeiders;D;99900;32;
2318;Kooplieden;kooplieden;A;41025;;
2319;Kooplieden;kooplieden;B;41025;;
2320;Winkeliers;winkeliers;A;41030;11;
2321;Handel in voorwerpen van kleeding;handel in voorwerpen van kleeding;;41025;;
2322;Kooplieden;kooplieden;A;41025;;
2323;Winkeliers;winkeliers;A;41030;11;
2324;Winkeliers;winkeliers;B;41030;11;
2325;Winkelbedienden;winkelbedienden;C;45130;33;
2326;Handel in voorwerpen van voeding en genot.;handel in voorwerpen van voeding en genot;;41025;;
2327;Broodventers;broodventers;D;45220;;
2328;Depothouders;depothouders;B;45130;11;
2329;Kooplieden;kooplieden;A;41025;;
2330;Kooplieden;kooplieden;B;41025;;
2331;Winkeliers;winkeliers;A;41030;11;
2332;Winkeliers;winkeliers;B;41030;11;
2333;Winkelbedienden;winkelbedienden;C;45130;33;
2334;Handel in voorwerpen van woning.;handel in voorwerpen van woning;;44130;;
2335;Kooplieden;kooplieden;A;41025;;
2336;Winkeliers;winkeliers;A;41030;11;
2337;Winkelbedienden;winkelbedienden;C;45130;33;
2338;Handel in boek- en kunstwerken (incl.dagbladen).;handel in boek en kunstwerken incl dagbladen;;41030;;
2339;Uitgevers;uitgevers;A;21110;;
2340;Winkeliers;winkeliers;A;41030;11;
2341;Winkelbedienden;winkelbedienden;C;45130;33;
2342;Handel in luxe artikelen.;handel in luxe artikelen;;41025;;
2343;Kooplieden;kooplieden;A;41025;;
2344;Winkeliers;winkeliers;A;41030;11;
2345;Winkelbedienden;winkelbedienden;C;45130;33;
2346;Handel in levend vee en gevogelte.;handel in levend vee en gevogelte;;41025;;
2347;Kooplieden;kooplieden;A;41025;;
2348;Handel in andere waren.;handel in andere waren;;41025;;
2349;Kooplieden;kooplieden;A;41025;;
2350;Kramers en rondventers;kramers en rondventers;D;45220;;
2351;Magazijn- en pakhuisknechts;magazijn en pakhuisknechts;C;97145;33;
2352;Magazijn- en pakhuisknechts;magazijn en pakhuisknechts;D;97145;33;
2353;Tagrijnen (oudroestverkoopers);tagrijnen oudroestverkoopers;A;42220;;
2354;Uitdragers;uitdragers;A;41030;;
2355;Verhuurders van verschillende goederen.;verhuurders van verschillende goederen;A;41040;11;
2356;Water- en vuurverkoopers;water en vuurverkoopers;A;45220;;
2357;Winkeliers;winkeliers;A;41030;11;
2358;Winkelbedienden;winkelbedienden;C;45130;33;
2359;Totaal voor XIX;totaal voor xix;A;;;
2360;Totaal voor XIX;totaal voor xix;B;;;
2361;Totaal voor XIX;totaal voor xix;C;;;
2362;Totaal voor XIX;totaal voor xix;D;;;
2363;Totaal voor groep XIX;totaal voor groep xix;;;;
2364;Verkeerswezen.;verkeerswezen;;;;
2365;Spoor en tram.;spoor en tram;;;;
2366;Arbeiders;arbeiders;C;99900;32;
2367;Arbeiders;arbeiders;D;99900;32;
2368;Beambten;beambten;C;30000;;
2369;Beambten;beambten;D;30000;;
2370;Andere vervoermiddelen te land.;andere vervoermiddelen te land;;;;
2371;Huurkoetsiers;huurkoetsiers;A;98620;;
2372;Huurkoetsiers;huurkoetsiers;D;98620;;
2373;Karrenverhuurders;karrenverhuurders;A;41040;11;
2374;Voerlieden;voerlieden;A;98500;;
2375;Voerlieden;voerlieden;D;98500;;
2376;Zeevaart.;zeevaart;;;;
2377;Cargadoors;cargadoors;A;22290;;
2378;Commissarissen van stoomboten;commissarissen van stoomboten;B;31090;;
2379;Gezagvoerders;gezagvoerders;A;04217;;
2380;Gezagvoerders;gezagvoerders;B;04217;;
2381;Machinisten (stoomvaart);machinisten stoomvaart;C;98320;;
2382;Matrozen;matrozen;D;98135;;
2383;Reeders;reeders;A;21110;;
2384;Stokers;stokers;D;96930;;
2385;Stuurlieden;stuurlieden;C;04230;;
2386;Binnenscheepvaart.;binnenscheepvaart;;;;
2387;Gezagvoerders;gezagvoerders;A;04217;;
2388;Gezagvoerders;gezagvoerders;B;04217;;
2389;Matrozen;matrozen;D;98135;;
2390;Schippers;schippers;A;04217;;
2391;Schippers;schippers;B;04217;;
2392;Schippers;schippers;D;04217;;
2393;Schuitenjagers;schuitenjagers;D;98690;;
2394;Veerlieden;veerlieden;A;04220;;
2395;Veerlieden;veerlieden;D;04220;;
2396;Posterij,telegraphie, telephonie.;posterij telegraphie telephonie;;;;
2397;Brievenbestellers;brievenbestellers;D;37030;;
2398;Postambtenaren en beamten;postambtenaren en beamten;B;37000;;
2399;Postambtenaren en beamten;postambtenaren en beamten;C;37000;;
2400;Postambtenaren en beamten;postambtenaren en beamten;D;37000;;
2401;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;B;38040;;
2402;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;C;38040;;
2403;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;D;38040;;
