"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occupation" "population" "HISCO"
"1474" "Afwerken van huizen" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"1491" "Afwerken van huizen" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "O." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1508" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"1525" "Afwerken van huizen" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"1542" "Afwerken van huizen" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 20 "95000"
"1559" "Afwerken van huizen" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1576" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1593" "Afwerken van huizen" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"1610" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1627" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1644" "Afwerken van huizen" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1661" "Afwerken van huizen" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"1678" "Afwerken van huizen" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1695" "Afwerken van huizen" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"1712" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"1729" "Afwerken van huizen" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"1746" "Afwerken van huizen" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 8 "95000"
"1763" "Afwerken van huizen" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"1780" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"1797" "Afwerken van huizen" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"1814" "Afwerken van huizen" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1831" "Afwerken van huizen" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 7 "95000"
"1848" "Afwerken van huizen" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1865" "Afwerken van huizen" "C" "36 - 50
1863 - 1849" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1871" "Afwerken van huizen" "C" "23 - 35
1876 - 1864" "MANNEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1877" "Afwerken van huizen" "C" "36 - 50
1863 - 1849" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1883" "Afwerken van huizen" "C" "23 - 35
1876 - 1864" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1889" "Afwerken van huizen" "C" "23 - 35
1876 - 1864" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"1895" "Afwerken van huizen" "C" "18 - 22
1881 - 1877" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1901" "Afwerken van huizen" "C" "51 - 60
1848 - 1839" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"1907" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"1924" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"1941" "Afwerken van huizen" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"1958" "Afwerken van huizen" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"1975" "Afwerken van huizen" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 9 "95000"
"1992" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2009" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2026" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2043" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 9 "95000"
"2060" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2077" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2094" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2111" "Afwerken van huizen" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2128" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"2145" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2162" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"2179" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "O." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2196" "Afwerken van huizen" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"2213" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2230" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 8 "95000"
"2247" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "O." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2264" "Afwerken van huizen" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2281" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"2298" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 9 "95000"
"2315" "Afwerken van huizen" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2332" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2349" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2366" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2383" "Afwerken van huizen" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2400" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"2417" "Afwerken van huizen" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2434" "Afwerken van huizen" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2451" "Afwerken van huizen" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2468" "Afwerken van huizen" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2485" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2502" "Afwerken van huizen" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2519" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2536" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 8 "95000"
"2553" "Afwerken van huizen" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2570" "Afwerken van huizen" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2587" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 20 "95000"
"2604" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2621" "Afwerken van huizen" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"2638" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2655" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 9 "95000"
"2672" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"2689" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 7 "95000"
"2706" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 8 "95000"
"2723" "Afwerken van huizen" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2740" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 7 "95000"
"2757" "Afwerken van huizen" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"2774" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2791" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"2808" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"2825" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"2842" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2859" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2876" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"2893" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"2910" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"2927" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"2944" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"2961" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "O." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2978" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"2995" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 7 "95000"
"3012" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 10 "95000"
"3029" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"3046" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"3063" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"3080" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 20 "95000"
"3097" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"3114" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"3131" "Afwerken van huizen" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"3148" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"3165" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"3182" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 4 "95000"
"3199" "Afwerken van huizen" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"3216" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 5 "95000"
"3233" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"3250" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"3267" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 1 "95000"
"3284" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"3301" "Afwerken van huizen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"3318" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"3335" "Afwerken van huizen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 6 "95000"
"3352" "Afwerken van huizen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
"3369" "Afwerken van huizen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 2 "95000"
"3386" "Afwerken van huizen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Afwerken_van_huizen>" 3 "95000"
